full_text,case_folding CPMK2,preprocessing CPMK3,final_label,preprocessing,label,confidence
sudah big bone whale albino pula bener-bener seperti musium tertawa tulaangg fish https //t.co/4ryyfyu1gx,sudah big bone whale albino pula bener-bener seperti musium tertawa tulaangg fish https //t.co/4ryyfyu1gx,big bone whale albino bener bener musium tawa tulaangg ryyfyu,negative,big bone whale albino bener bener musium tawa tulaangg ryyfyu,,0.5713183690583279
roblox tadi sender jam malam kemarin sempat ketiduran wlaupun akun lagi afk terus kebangun tengah malam buka fish malah discord fisherman pas cek discord ternyata lagi ada reboot server free luck dari talon rasanya kit heart banget krn kelewat,roblox tadi sender jam malam kemarin sempat ketiduran wlaupun akun lagi afk terus kebangun tengah malam buka fish malah discord fisherman pas cek discord ternyata lagi ada reboot server free luck dari talon rasanya kit heart banget krn kelewat,roblox jam malam kemarin tidur wlaupun akun away from keyboard bangun malam buka discord fisherman cek discord reboot server free luck talon kit heart krn lewat,positive,roblox jam malam kemarin tidur wlaupun akun away from keyboard bangun malam buka discord fisherman cek discord reboot server free luck talon kit heart krn lewat,,0.4547625460428419
info dong sistem trade fish sudah bisa belom,info dong sistem trade fish sudah bisa belom,informasi sistem trade,positive,informasi sistem trade,,0.4953638708882991
day akun pindah semua ancient jungle fish https //t.co/gukifvk7js,day akun pindah semua ancient jungle fish https //t.co/gukifvk7js,day akun pindah ancient jungle gukifvk,negative,day akun pindah ancient jungle gukifvk,,0.4963079659186268
bulan main fish baru kali ini gue mimpi dapet secret pulau baru,bulan main fish baru kali ini gue mimpi dapet secret pulau baru,main mimpi secret pulau,positive,main mimpi secret pulau,,0.4440156502528679
tatapan kosong korban skripsi amp tidak dapet secret fish https //t.co/f2vyhh5ii6,tatapan kosong korban skripsi amp tidak dapet secret fish https //t.co/f2vyhh5ii6,tatap kosong korban skripsi secret vyhh,negative,tatap kosong korban skripsi secret vyhh,,0.41270377756908017
paksu tahap fish fish mulu ada bucinanmu kah disana sini aku liat wkwkwkwkwkwk,paksu tahap fish fish mulu ada bucinanmu kah disana sini aku liat wkwkwkwkwkwk,paksu tahap bucinanmu sana lihat wkwkwkwkwkwk,positive,paksu tahap bucinanmu sana lihat wkwkwkwkwkwk,,0.40898189315760153
kata gue gue seneng main fish karna tidak perlu loncat-loncat lah sekarang mana sudah lama tidak main obby tower masa iya gue tidak akan pernah pulau itu talon adain fitur gendong tolong gitu https //t.co/nk5s9w6kmq,kata gue gue seneng main fish karna tidak perlu loncat-loncat lah sekarang mana sudah lama tidak main obby tower masa iya gue tidak akan pernah pulau itu talon adain fitur gendong tolong gitu https //t.co/nk5s9w6kmq,neng main loncat loncat main obby tower pulau talon fitur gendong kmq,positive,neng main loncat loncat main obby tower pulau talon fitur gendong kmq,,0.3719320965659641
roblox baru hari pertana main fish amp cuma pake midnight pancingan dapet ini bagus tidak sih https //t.co/wkjlah5mze,roblox baru hari pertana main fish amp cuma pake midnight pancingan dapet ini bagus tidak sih https //t.co/wkjlah5mze,roblox pertana main pakai midnight pancing bagus wkjlah mze,positive,roblox pertana main pakai midnight pancing bagus wkjlah mze,,0.5075600253537729
roblox sudah bisa trading fish belum,roblox sudah bisa trading fish belum,roblox trading,positive,roblox trading,,0.6054953746128391
lancvelot gue kalau main fish kraken yang nyamperin gue minta dipancing,lancvelot gue kalau main fish kraken yang nyamperin gue minta dipancing,lancvelot main kraken nyamperin pancing,positive,lancvelot main kraken nyamperin pancing,,0.5202220458243894
fairolls_ serius apa serunya fish,fairolls_ serius apa serunya fish,fairolls serius seru,positive,fairolls serius seru,,0.566637575976765
33uphoria omg alyaa main fish juga gemeshh,33uphoria omg alyaa main fish juga gemeshh,uphoria omg alyaa main gemeshh,positive,uphoria omg alyaa main gemeshh,,0.4685730039316457
tidak suka fish tapi kalau buat nemenin ayang 'll,tidak suka fish tapi kalau buat nemenin ayang 'll,suka nemenin ayang,positive,suka nemenin ayang,,0.6349611009129261
seoigne lulusan fish soalnya,seoigne lulusan fish soalnya,seoigne lulus,negative,seoigne lulus,,0.4116241509474302
notyourjerk adaa dcnyaa fish kakk,notyourjerk adaa dcnyaa fish kakk,notyourjerk adaa dcnyaa,negative,notyourjerk adaa dcnyaa,,0.4116241509474302
pusing mantengin fish pas luck epic aja dapet woy apalagi mitos amp sikritny,pusing mantengin fish pas luck epic aja dapet woy apalagi mitos amp sikritny,pusing mantengin luck epic woy mitos sikritny,negative,pusing mantengin luck epic woy mitos sikritny,,0.4606004567855238
gue sudah tahap iri banget sama orng dapet secret fish https //t.co/brfbjuyvja,gue sudah tahap iri banget sama orng dapet secret fish https //t.co/brfbjuyvja,tahap iri orng secret brfbjuyvja,negative,tahap iri orng secret brfbjuyvja,,0.4458489650941646
minjul fish kita beda server kayaknya punyaku sudah penuh kemungkinan kamu masih mancing,minjul fish kita beda server kayaknya punyaku sudah penuh kemungkinan kamu masih mancing,minjul beda server kayak punya penuh pancing,positive,minjul beda server kayak punya penuh pancing,,0.48211207366072073
txtfromroblox gue belum sih cuman emang jarang main bukannya bosan atau bagaimana cuman kesel aja tidak pernah dapat yang bagus mau itu seed atau pet terus juga connection rata-rata sudah pada tidak main gag kebanyakan pindah fish terus keselnya lagi inflasi parah,txtfromroblox gue belum sih cuman emang jarang main bukannya bosan atau bagaimana cuman kesel aja tidak pernah dapat yang bagus mau itu seed atau pet terus juga connection rata-rata sudah pada tidak main gag kebanyakan pindah fish terus keselnya lagi inflasi parah,jarang main bosan kesel bagus seed pet connection main banyak pindah kesel inflasi parah,negative,jarang main bosan kesel bagus seed pet connection main banyak pindah kesel inflasi parah,,0.452831621431941
datgurldin fish itu mancing,datgurldin fish itu mancing,datgurldin pancing,positive,datgurldin pancing,,0.5444588657538467
cara cepat kaya fish,cara cepat kaya fish,cepat kaya,negative,cepat kaya,,0.5003630242686654
gue pamerin semua player yang ada fish harus tau kalau aku dapet hiu lava mutasi,gue pamerin semua player yang ada fish harus tau kalau aku dapet hiu lava mutasi,pamerin player hiu lava mutasi,positive,pamerin player hiu lava mutasi,,0.5088069116841691
txtfromroblox tmenku fish smua sama,txtfromroblox tmenku fish smua sama,tmenku smua,negative,tmenku smua,,0.4116241509474302
gue isinya fish mulu,gue isinya fish mulu,isi,negative,isi,,0.5269653928345671
crowdeld inisial fish,crowdeld inisial fish,crowdeld inisial,negative,crowdeld inisial,,0.4116241509474302
nabbyva penghuni asli fish nab liat aja itu levelnya 828 https //t.co/34zdisdl3z,nabbyva penghuni asli fish nab liat aja itu levelnya 828 https //t.co/34zdisdl3z,nabbyva huni asli nab lihat level zdisdl,positive,nabbyva huni asli nab lihat level zdisdl,,0.42655284390404286
nnt kalau aku uda pindah kos kita main roblok tiap hari gusyy ayo kita smsm afk fish sampai nemu secret tempat baru ayo main sampai level 100 ayo main indo hangout/pulau indo/relapse/idv mencari drama rosblok lagii love smsmsmsmsmsmsmsmm gusy️ https //t.co/rve1s01zdp,nnt kalau aku uda pindah kos kita main roblok tiap hari gusyy ayo kita smsm afk fish sampai nemu secret tempat baru ayo main sampai level 100 ayo main indo hangout/pulau indo/relapse/idv mencari drama rosblok lagii love smsmsmsmsmsmsmsmm gusy️ https //t.co/rve1s01zdp,nnt pindah kos main roblok gusyy smsm away from keyboard nemu secret main level main indo hangout pulau indo relapse idv cari drama rosblok lagi love smsmsmsmsmsmsmsmm gusy rve zdp,positive,nnt pindah kos main roblok gusyy smsm away from keyboard nemu secret main level main indo hangout pulau indo relapse idv cari drama rosblok lagi love smsmsmsmsmsmsmsmm gusy rve zdp,,0.49865690833447646
diwaskr nanjak dontol fish burik gag juga burik,diwaskr nanjak dontol fish burik gag juga burik,diwaskr nanjak dontol burik burik,negative,diwaskr nanjak dontol burik burik,,0.4116241509474302
gue setelah kenal fish https //t.co/qua6qhjkfx,gue setelah kenal fish https //t.co/qua6qhjkfx,kenal qua qhjkfx,negative,kenal qua qhjkfx,,0.5011682205604361
sblm cowoku bilang penyakit gila mancing aka fish gwe sudah gila duluan bjirr,sblm cowoku bilang penyakit gila mancing aka fish gwe sudah gila duluan bjirr,sblm cowoku bilang sakit gila pancing aka gwe gila duluan bjirr,negative,sblm cowoku bilang sakit gila pancing aka gwe gila duluan bjirr,,0.6196431793078043
mau nyoba main fish tolong jangan bully kalau ketemu,mau nyoba main fish tolong jangan bully kalau ketemu,coba main bully ketemu,negative,coba main bully ketemu,,0.4198252427789951
deeyzwn jawabannya sudah jelas main fish,deeyzwn jawabannya sudah jelas main fish,deeyzwn jawab main,positive,deeyzwn jawab main,,0.5718523270823955
sumpah dari lama pengen nguping pembicaraan orang roblox tidak pernah ketemu trus ketemu dong yang curhat soal hts-an fish sambil mancing sambil dengar curhatan orang,sumpah dari lama pengen nguping pembicaraan orang roblox tidak pernah ketemu trus ketemu dong yang curhat soal hts-an fish sambil mancing sambil dengar curhatan orang,sumpah ken nguping bicara orang roblox ketemu trus ketemu curhat hts pancing dengar curhatan orang,negative,sumpah ken nguping bicara orang roblox ketemu trus ketemu curhat hts pancing dengar curhatan orang,,0.387203784671674
temenku rumah cuma numpang buka laptop untuk afk fish apa maksud,temenku rumah cuma numpang buka laptop untuk afk fish apa maksud,teman aku rumah numpang buka laptop away from keyboard maksud,positive,teman aku rumah numpang buka laptop away from keyboard maksud,,0.41771017085210055
nunawwp itu update pulau baru fish,nunawwp itu update pulau baru fish,nunawwp update pulau,positive,nunawwp update pulau,,0.5778011135039547
semua server fish boost kah,semua server fish boost kah,server boost,positive,server boost,,0.48608507435451803
fish update tapi semangat gue mengunjungi map itu kgk ada,fish update tapi semangat gue mengunjungi map itu kgk ada,update semangat unjung map kgk,positive,update semangat unjung map kgk,,0.5131019787892556
adaa yang tauu kah sampai kapan fitur trade fish disabled,adaa yang tauu kah sampai kapan fitur trade fish disabled,adaa tauu fitur trade disabled,positive,adaa tauu fitur trade disabled,,0.37652980010919196
americanagers bocah fish,americanagers bocah fish,americanagers bocah,negative,americanagers bocah,,0.4116241509474302
gweh sudah muak dengerin cowo gue ceritain fish mulu,gweh sudah muak dengerin cowo gue ceritain fish mulu,gweh muak dengerin cowo ceritain,negative,gweh muak dengerin cowo ceritain,,0.5964572584252235
tadi aku afk fish isle aku tinggal les pas balik sudah dapet secret aku teori les,tadi aku afk fish isle aku tinggal les pas balik sudah dapet secret aku teori les,away from keyboard isle tinggal les secret teori les,positive,away from keyboard isle tinggal les secret teori les,,0.3941805089060149
fish anjing,fish anjing,,negative,,,0.4116241509474302
tolong berilah kita sikritt fish,tolong berilah kita sikritt fish,ilah sikritt,negative,ilah sikritt,,0.4116241509474302
fish gue keluar terus skrh loading lama tidak masuk2 anjim,fish gue keluar terus skrh loading lama tidak masuk2 anjim,skrh loading masuk anjim,negative,skrh loading masuk anjim,,0.45116741138929034
sungchan mancing keknya fomo ngeliat gue main fish mulu,sungchan mancing keknya fomo ngeliat gue main fish mulu,sungchan pancing kayak fomo ngeliat main,positive,sungchan pancing kayak fomo ngeliat main,,0.4630311423232615
gue fish sama rt3 anjirt wowwowk lagi misi membuat resto,gue fish sama rt3 anjirt wowwowk lagi misi membuat resto,anjirt wowwowk misi resto,negative,anjirt wowwowk misi resto,,0.512709433365208
connections roblox aku isinya main fish semua‍‍,connections roblox aku isinya main fish semua‍‍,connections roblox isi main,positive,connections roblox isi main,,0.5079254748926736
jangankan buaya fish https //t.co/ibt405ldce,jangankan buaya fish https //t.co/ibt405ldce,buaya ibt ldce,negative,buaya ibt ldce,,0.4116241509474302
saya berjanji tidak akan bermain fish selama minggu kalau dapat secret patung dan mendapatkan ghostfin https //t.co/wgked3rewa,saya berjanji tidak akan bermain fish selama minggu kalau dapat secret patung dan mendapatkan ghostfin https //t.co/wgked3rewa,janji main minggu secret patung ghostfin wgked rewa,positive,janji main minggu secret patung ghostfin wgked rewa,,0.555099406481988
besideyeo pulau baru fish tertawa,besideyeo pulau baru fish tertawa,besideyeo pulau tawa,positive,besideyeo pulau tawa,,0.42486131141564887
petrrichors sekaligus berdiskusi meja bundar soal fish ini,petrrichors sekaligus berdiskusi meja bundar soal fish ini,petrrichors diskus meja bundar,negative,petrrichors diskus meja bundar,,0.4116241509474302
jujur kangen main rosblok yang bareng temen-temen pokoknya yang bareng-bareng sekarang login fish itupun gue tinggal gawe kalau mood main evade itupun dewekan kangen tapi uing juga lost interest everything,jujur kangen main rosblok yang bareng temen-temen pokoknya yang bareng-bareng sekarang login fish itupun gue tinggal gawe kalau mood main evade itupun dewekan kangen tapi uing juga lost interest everything,jujur kangen main rosblok bareng teman teman pokok bareng bareng login itu tinggal gawe mood main evade itu dewe kangen uing lost interest everything,positive,jujur kangen main rosblok bareng teman teman pokok bareng bareng login itu tinggal gawe mood main evade itu dewe kangen uing lost interest everything,,0.6083821029752814
sejujurnya aku sudah muak mancing fish mksh https //t.co/1jmoft2mee,sejujurnya aku sudah muak mancing fish mksh https //t.co/1jmoft2mee,jujur muak pancing mksh jmoft mee,negative,jujur muak pancing mksh jmoft mee,,0.5927241520453408
fish aku berniat diemin akun buat beberapa hari sudah seminggu seret banget woii ikan mitos aja tidak naik kelen istirahat mancing berapa hari guys roblox,fish aku berniat diemin akun buat beberapa hari sudah seminggu seret banget woii ikan mitos aja tidak naik kelen istirahat mancing berapa hari guys roblox,niat diemin akun minggu seret woii mitos kelen istirahat pancing roblox,positive,niat diemin akun minggu seret woii mitos kelen istirahat pancing roblox,,0.4600967949657839
bleh tidak sih slow living fish tidak ngikutin update talon,bleh tidak sih slow living fish tidak ngikutin update talon,bleh slow living ngikutin update talon,positive,bleh slow living ngikutin update talon,,0.4568623868952324
