full_text,case_folding CPMK2,preprocessing CPMK3,label
pengen main fish cuman gatau main nya gimaanaa,pengen main fish cuman gatau main nya gimaanaa,ken main gatau main gimaanaa,neutral
sayang aku suka mancing walaupun mancing fish https //t.co/fixfdfvkhz,sayang aku suka mancing walaupun mancing fish https //t.co/fixfdfvkhz,sayang suka pancing pancing fixfdfvkhz,positive
maaf gais kalau interaksi gue kaku kelamaan ngendog fish,maaf gais kalau interaksi gue kaku kelamaan ngendog fish,maaf gais interaksi kaku ngendog,nan
txtfromroblox anjing ini gem aku lupakan grgr fish ituu,txtfromroblox anjing ini gem aku lupakan grgr fish ituu,gem lupa gara-gara ituu,nan
dasonyangg login roblox masuk fish nyari pulau nyalakan otomatis,dasonyangg login roblox masuk fish nyari pulau nyalakan otomatis,dasonyangg login roblox masuk cari pulau nyala otomatis,nan
fishitroblox kalau sistem trade tidak dibalikin otw berhenti maen fish,fishitroblox kalau sistem trade tidak dibalikin otw berhenti maen fish,fishitroblox sistem trade dibalikin otw henti main,nan
stres banget gue ngejar fish duniawi,stres banget gue ngejar fish duniawi,stres ngejar duniawi,nan
biushours lagi sibuk jadi atlet rosblok fish bjirr,biushours lagi sibuk jadi atlet rosblok fish bjirr,biushours sibuk atlet rosblok bjirr,nan
ketika para pemancing fish kena mimpi buruk,ketika para pemancing fish kena mimpi buruk,pancing mimpi buruk,nan
makin diliat fish ini sudah masuk tahap plagiat bukan terinspirasi fisch lagi masa iya dari nama perahu nama pulau pancingan bentuk gitar double enchant nama pancingan bentuk ikan bentuk relic poster map mirip semua aneh,makin diliat fish ini sudah masuk tahap plagiat bukan terinspirasi fisch lagi masa iya dari nama perahu nama pulau pancingan bentuk gitar double enchant nama pancingan bentuk ikan bentuk relic poster map mirip semua aneh,liat masuk tahap plagiat inspirasi fisch nama perahu nama pulau pancing bentuk gitar double enchant nama pancing bentuk bentuk relic poster map aneh,nan
setelah dc+fish munculah dc+violence district,setelah dc+fish munculah dc+violence district,munculah violence district,nan
hyon main fish ngaak,hyon main fish ngaak,hyon main ngaak,positive
itu yang menginap fish bakal dapet apa surga kah,itu yang menginap fish bakal dapet apa surga kah,inap surga,nan
sekarang aku sudah tahap muak meliat fish,sekarang aku sudah tahap muak meliat fish,tahap muak liat,nan
pusing banget liat update fish yang baru,pusing banget liat update fish yang baru,pusing lihat update,nan
peachkapeachka aku dontoll dan fish lagi vakum,peachkapeachka aku dontoll dan fish lagi vakum,peachkapeachka dontoll vakum,nan
aveissh kenapa dapet bot anjj wkwkwkw dari gue yang gabisa main fish,aveissh kenapa dapet bot anjj wkwkwkw dari gue yang gabisa main fish,aveissh bot anjj wkwkwkw tidak bisa main,nan
lalapoesie player toksik sama toksiknya sama player fish,lalapoesie player toksik sama toksiknya sama player fish,lalapoesie player toksik toksiknya player,nan
shibuyasugar mending kamu maing fish ama gue,shibuyasugar mending kamu maing fish ama gue,shibuyasugar maing ama,positive
allah fish ini semakin beart ngapa sikk,allah fish ini semakin beart ngapa sikk,allah beart ngapa sikk,nan
gabisa lepas dari fish anjingg,gabisa lepas dari fish anjingg,tidak bisa lepas anjingg,nan
setelah update fish makin bau anjing biru pun susah naik stres banget talon,setelah update fish makin bau anjing biru pun susah naik stres banget talon,update bau biru susah stres talon,nan
gapernah gue keluarin duit sebanyak ini demi gem doang kotoran emang fish,gapernah gue keluarin duit sebanyak ini demi gem doang kotoran emang fish,gapernah keluarin duit gem kotor,nan
fak ada jungle egg pas lagi afk fish,fak ada jungle egg pas lagi afk fish,fak jungle egg away from keyboard,nan
alhamdulillah trend manusia menyebalkan fish sudah lenyap roblok fess kedepannya akan banyak menfess menyebalkan tentang disana,alhamdulillah trend manusia menyebalkan fish sudah lenyap roblok fess kedepannya akan banyak menfess menyebalkan tentang disana,alhamdulillah trend manusia sebal lenyap roblok fess depan menfess sebal sana,nan
jadi sebenernya luck fish itu work apa engga sih,jadi sebenernya luck fish itu work apa engga sih,sebenernya luck work,neutral
ajarin gue main fish,ajarin gue main fish,ajarin main,positive
lilyofthelovey kagak enih fish gue gangerti nambang ngakak,lilyofthelovey kagak enih fish gue gangerti nambang ngakak,lilyofthelovey kagak enih gangerti nambang ngakak,nan
kangen kehidupan sebelum kenal fish,kangen kehidupan sebelum kenal fish,kangen hidup kenal,nan
demi apapun gue sepenasaran itu pgn banget dapet secret njir fish,demi apapun gue sepenasaran itu pgn banget dapet secret njir fish,apa nasar pgn secret njir,positive
pacarku lebih milih fish daripada aku,pacarku lebih milih fish daripada aku,pacar milih,nan
16m crazy gue pening dapetin aja ngos ngosan fish,16m crazy gue pening dapetin aja ngos ngosan fish,crazy pening dapetin ngos ngosan,nan
gift fish sudah bisa belum sih,gift fish sudah bisa belum sih,gift,nan
main bareng fish bang,main bareng fish bang,main bareng,positive
pulau baru fish bikin sintink,pulau baru fish bikin sintink,pulau sintink,nan
roblox perahu baru fish lucuu banget https //t.co/ciwfpq3n0h,roblox perahu baru fish lucuu banget https //t.co/ciwfpq3n0h,roblox perahu lucuu ciwfpq,positive
zelenopink aku sudah vakum fish tertawa,zelenopink aku sudah vakum fish tertawa,zelenopink vakum tawa,nan
kita usahain dpt ubur ubur spongebob itu fish,kita usahain dpt ubur ubur spongebob itu fish,usahain ubur ubur spongebob,positive
tetapbernapass tapi kata hooh semenjak sudah punya megalodon sama worm fish walau ttp ngekos fish dia,tetapbernapass tapi kata hooh semenjak sudah punya megalodon sama worm fish walau ttp ngekos fish dia,tetapbernapass hooh semenjak megalodon worm ttp ngekos,nan
penghuni fish https //t.co/ffxbp3fzpq,penghuni fish https //t.co/ffxbp3fzpq,huni ffxbp fzpq,nan
fish juga,fish juga,,nan
trade fish kapan bisa lagi,trade fish kapan bisa lagi,trade,nan
aielwaiswin rill anjing jrg pada sekali pada fish tros,aielwaiswin rill anjing jrg pada sekali pada fish tros,aielwaiswin real jrg tros,nan
bocah fish,bocah fish,bocah,nan
gue gajadi pensiun fish soalnya ada map baru,gue gajadi pensiun fish soalnya ada map baru,gajadi pensiun map,positive
sudah hilang harapan aku fish,sudah hilang harapan aku fish,hilang harap,nan
sungchanskibidi sosok asli nelayan fish,sungchanskibidi sosok asli nelayan fish,sungchanskibidi sosok asli nelayan,nan
giliran gue pensiun fish talon malah update double enchant,giliran gue pensiun fish talon malah update double enchant,gilir pensiun talon update double enchant,neutral
juunblokm lawan gue dulu fish,juunblokm lawan gue dulu fish,juunblokm lawan,nan
pov pacarku server fish yang ada akunya https //t.co/jl80qiaudp,pov pacarku server fish yang ada akunya https //t.co/jl80qiaudp,pov pacar server aku qiaudp,nan
roblox update fish sekarang sudah bisa trade ikan belum guys,roblox update fish sekarang sudah bisa trade ikan belum guys,roblox update trade,nan
stres banget gue liat quest baru fish,stres banget gue liat quest baru fish,stres lihat quest,nan
seisapilogy waktu itu bknnya kamu main fish,seisapilogy waktu itu bknnya kamu main fish,seisapilogy bknnya main,nan
adt_game ini secret yang paling berkesan untuk aku sih secret yang berhasil membebaskan aku dari nge kos mungkin sekitar 3-4 hari nyalain nonstop waktu itu sebelum aku pakai cloudphone dan jadi bukti perjuangan aku amp teman² ketika baru pertama kali bermain fish https //t.co/dicppbwlub,adt_game ini secret yang paling berkesan untuk aku sih secret yang berhasil membebaskan aku dari nge kos mungkin sekitar 3-4 hari nyalain nonstop waktu itu sebelum aku pakai cloudphone dan jadi bukti perjuangan aku amp teman² ketika baru pertama kali bermain fish https //t.co/dicppbwlub,adt game secret kesan secret hasil bebas nge kos nyala nonstop pakai cloudphone bukti juang teman main dicppbwlub,positive
kak aku punya uang 29m bisa tidak tapi uang fish,kak aku punya uang 29m bisa tidak tapi uang fish,uang uang,nan
fish sudah ada update ada yang mau bareng tidak,fish sudah ada update ada yang mau bareng tidak,update bareng,positive
ampun deh gegara fish jadi begini layar matot https //t.co/n1auwg1bt0,ampun deh gegara fish jadi begini layar matot https //t.co/n1auwg1bt0,ampun gara-gara layar matot auwg,nan
naoyawho fishitroblox semangat gue sudah berenti fish gatau besok,naoyawho fishitroblox semangat gue sudah berenti fish gatau besok,naoyawho fishitroblox semangat renti gatau besok,neutral
sudah jarang masuk map fish karena lebih sayang device-ku alias bikin cepet panas ini,sudah jarang masuk map fish karena lebih sayang device-ku alias bikin cepet panas ini,jarang masuk map sayang device alias cepet panas,nan
roblox yang punya burger perahu fish punya kalian bisa dispawn tidak kok punya aku tidak mau muncul,roblox yang punya burger perahu fish punya kalian bisa dispawn tidak kok punya aku tidak mau muncul,roblox burger perahu dispawn muncul,nan
yvzvha bisa jadi nambah gila kalau fish,yvzvha bisa jadi nambah gila kalau fish,yvzvha nambah gila,nan
bagas beruntung banget tiap main fish gue kok bau banget tidak dapet dapet secret sebel,bagas beruntung banget tiap main fish gue kok bau banget tidak dapet dapet secret sebel,bagas untung main bau secret sebel,neutral
anjing masa quest fish yang baru harus punya ghostfin diskriminasi banget njing,anjing masa quest fish yang baru harus punya ghostfin diskriminasi banget njing,quest ghostfin diskriminasi njing,nan
masih mending main roblox umur daripada sibuk ngurusin kehidupan orang sibuk gibahin orang lain sibuk iri dan dengki terhadap orang lain mending mancing fish melatih kesabaran menunggu kraken meski kadag ngsat juga ini mancing https //t.co/jqtbkdstpi,masih mending main roblox umur daripada sibuk ngurusin kehidupan orang sibuk gibahin orang lain sibuk iri dan dengki terhadap orang lain mending mancing fish melatih kesabaran menunggu kraken meski kadag ngsat juga ini mancing https //t.co/jqtbkdstpi,main roblox umur sibuk ngurusin hidup orang sibuk gibahin orang sibuk iri dengki orang pancing latih sabar tunggu kraken kadag ngsat pancing jqtbkdstpi,positive
mrgeneraal menikah fish cepet souvenir nya secret tapi,mrgeneraal menikah fish cepet souvenir nya secret tapi,mrgeneraal meni cepet souvenir secret,nan
talon kikir banget kenapa gue mancing fish dari pagi buta sampai bangun tidur siang dpt mitos,talon kikir banget kenapa gue mancing fish dari pagi buta sampai bangun tidur siang dpt mitos,talon kikir pancing pagi buta bangun tidur siang mitos,nan
kenapa harga ikan fish murah amat yakk 500+ dpt nya cuma 40k sudah mah secret kagak naik naik muak amat lost isle,kenapa harga ikan fish murah amat yakk 500+ dpt nya cuma 40k sudah mah secret kagak naik naik muak amat lost isle,harga murah yakk secret kagak muak lost isle,nan
sudah minggu tidak login fish malas kali tidak pernah dpt secret tapi emg tidak pernah afk berjam jam juga sihh,sudah minggu tidak login fish malas kali tidak pernah dpt secret tapi emg tidak pernah afk berjam jam juga sihh,minggu login malas secret away from keyboard jam jam sihh,nan
sebenernya fish sudah bisa trade belum,sebenernya fish sudah bisa trade belum,sebenernya trade,nan
sudah lama tidak main fish semenjak ngejar 100 summit daun amp fokus gag,sudah lama tidak main fish semenjak ngejar 100 summit daun amp fokus gag,main semenjak ngejar summit daun fokus,nan
aku masi beruntung sih gag tapi malas main soalnya ngebosenin sakit mata cari tuh acorn sudah dapat chinchilla juga main fish bikin stres secret tidak naik2 lost isle mana ada pulau baru yang harus ada ghostfin,aku masi beruntung sih gag tapi malas main soalnya ngebosenin sakit mata cari tuh acorn sudah dapat chinchilla juga main fish bikin stres secret tidak naik2 lost isle mana ada pulau baru yang harus ada ghostfin,mas untung malas main ngebosenin sakit mata cari acorn chinchilla main stres secret lost isle pulau ghostfin,nan
naaoi fish aja sering jatuh,naaoi fish aja sering jatuh,naaoi jatuh,nan
wkwkwkkwkwk pensiun fish holic,wkwkwkkwkwk pensiun fish holic,wkwkwkkwkwk pensiun holic,nan
woy anak anak fish siapa yang nendang tititnya talon developernya fish pulamg update kesakitan tititnya kalau gamau ada yang ngaku nanti tendang satu satu mau nangis pulang ngaji noh talon noh,woy anak anak fish siapa yang nendang tititnya talon developernya fish pulamg update kesakitan tititnya kalau gamau ada yang ngaku nanti tendang satu satu mau nangis pulang ngaji noh talon noh,woy anak anak nendang titit talon developer pulamg update sakit titit ngaku tendang nang pulang ngaji noh talon noh,nan
kalau newbie friendly sih fish fisch tuh perlu mekanik nggak cuma tap tap ajaa far aku lebih suka fisch sih karena drop ikan rarenya tuh lebih gampang banyak admin abuse mapnya luas grafiknya lebih keren juga,kalau newbie friendly sih fish fisch tuh perlu mekanik nggak cuma tap tap ajaa far aku lebih suka fisch sih karena drop ikan rarenya tuh lebih gampang banyak admin abuse mapnya luas grafiknya lebih keren juga,newbie friendly fisch mekanik tap tap far suka fisch drop rarenya gampang admin abuse map luas grafik keren,nan
fish smuanya sudah tersedia jadi mancing juga bisa ditinggal afk jdi cocok buat yang sibuk kerja dan lain-lain kalau fisch ngerender mapnya mayan lama trus perlengkapan kyak pancingan kapal dan lain-lain hrus bkin sndiri gasiihh ngerakit gitu trus narik ikannya juga manual,fish smuanya sudah tersedia jadi mancing juga bisa ditinggal afk jdi cocok buat yang sibuk kerja dan lain-lain kalau fisch ngerender mapnya mayan lama trus perlengkapan kyak pancingan kapal dan lain-lain hrus bkin sndiri gasiihh ngerakit gitu trus narik ikannya juga manual,smuanya sedia pancing tinggal away from keyboard jdi cocok sibuk kerja fisch ngerender map mayan trus lengkap kyak pancing kapal hrus bkin sndiri gasiihh ngerakit trus tarik ikan manual,positive
salah banget main prospectinh dulu baru fish,salah banget main prospectinh dulu baru fish,salah main prospectinh,nan
mekanik nangkep ikan lebih gampang fish tinggal klik-klik poin plus bisa ditinggal afk fisch seperti map indo apa ngeklik harus disesuaikan sama barnya pokoknya tapi emang hrs stay map dan tidak begitu main beruntung mnrt aku 22nya aku,mekanik nangkep ikan lebih gampang fish tinggal klik-klik poin plus bisa ditinggal afk fisch seperti map indo apa ngeklik harus disesuaikan sama barnya pokoknya tapi emang hrs stay map dan tidak begitu main beruntung mnrt aku 22nya aku,mekanik nangkep gampang tinggal klik klik poin plus tinggal away from keyboard fisch map indo ngeklik sesuai bar pokok hrs stay map main untung mnrt,nan
