content,score,app,content_clean
bagus,3,gopay,bagus
mantap,5,gopay,bagus
bekerja profesional,5,gopay,kerja profesional
baik sekali,1,gopay,baik sekali
mantap dan aman,5,gopay,bagus aman
keren,5,gopay,keren
"suka berguna juga ya, program & internalnya lebih fleksibel dipakai,bebas iklan,bug,ataupun lelet,cepat bila dijalankan & mengakses smua menu2nya. Tapi di sayangkan pernah juga dipakai terkadang agak"" sulit membukanya pas saat koneksi lagi buruk / tidak stabil,terkadang perputarannya lambat banget dan cuma berputar-putar saja. mungkin cuma hal yang biasa terjadi di apps ini dan yang lain-lainnya sesuai pengalaman transaksi sukses,,masukan tuk perkembangannya dibenahi segalanya🥳🥳🥳",5,gopay,suka guna program internal lebih fleksibel dipakaibebas iklanbugataupun leletcepat bila jalan akses smua menu sayang pernah pakai kadang sulit buka koneksi buruk stabil terkadang putar lambat banget cuma putar mungkin cuma biasa jadi lainlainnya sesuai alam transaksi sukses masuk kembang benah segala
sangat bagus,5,gopay,sangat bagus
tangks to you God luke everything more,2,gopay,tangks luke semua more
"ini kenapa ya saya ga bisa transaksi tiap kali transaksi ada bacaan ""ga bisa lanjutin transaksi ini, kami mendeteksi ga wajar, jadi lagi di clicek dulu. Silahkan coba lagi nanti"" kenapa gitu ya tolong di percepatan perbaikan, saya mau beli kuota, pen main ml, tapi kamu malah betingkah gopay, ga estetik banget saya ga imo season ini.",1,gopay,transaksi tiap sering transaksi baca lanjutin transaksi deteksi wajar jadi clicek silah coba gitu cepat baik beli kuota main kamu malah beting estetik banget season
bagus dan mudah,5,gopay,bagus mudah
bagus,5,gopay,bagus
sangat bagus,5,gopay,sangat bagus
transaksi gagal mulu,1,gopay,transaksi gagal mulu
"Gojek ini bener2 aplikasi kejam...kesalahan kecil malah akun driver di bekukan, padahal gojek tidak memberikan gaji kepada mitranya,,,dan pembekuan akun tsb sampai 7 hari...bagaimana nasib mitranya",1,gopay,gojek bener kejamkesalahan kecil malah akun driver beku gojek beri gaji mitranyadan beku akun haribagaimana nasib mitra
baik banget,5,gopay,baik banget
bagus sekali,5,gopay,bagus sekali
sangat berguna buat segalanya jadi llancar..... 😍😍😍😍,5,gopay,sangat guna buat segala jadi llancar
mantap,5,gopay,bagus
good,5,gopay,good
semangat,5,gopay,semangat
woww keren 👍,5,gopay,keren
mudah dan aman,5,gopay,mudah aman
mantap,4,gopay,bagus
sangat baik,5,gopay,sangat baik
bagus,5,gopay,bagus
praktis bisa TF dimana saja dan kapan saja..terimakasih gopay,5,gopay,praktis kapan sajaterimakasih
bagus,5,gopay,bagus
ok malasih,5,gopay,malasih
bgus,5,gopay,bagus
terima kasih,4,gopay,terima kasih
ok,5,gopay,
sangat baik,5,gopay,sangat baik
Gopay mantappp.. layanan bagus sekali bayak promo lagi sekarang untuk hari natal... mantappp aplikasi Gopay.......,5,gopay,bagus layan bagus sekali bayak promo sekarang hari natal bagus
"tolong lah gopay saya sudah beli, katanya Cashback 100% giliran udah di bayar ngga ada 1 perak pun uang yang kembali, tolong lah, kalian wajib berhati-hati sama gopay",5,gopay,beli kata cashback gilir bayar perak uang kalian wajib berhatihati sama
baru pertama kali pakai sudah dapat masalah aktivitas tidak wajar,1,gopay,baru pertama sering pakai masalah aktivitas wajar
mantap,5,gopay,bagus
ok,5,gopay,
mantap banget gopey,5,gopay,bagus banget gopey
baik snagat berguana,5,gopay,baik snagat berguana
dgn senang hati saya bergabung di gopay..dan tolong dibantu jaga akun saya ini dr pihak hekker dan lain2nya..trm ksh 🙏,5,gopay,senang hati gabung gopaydan bantu jaga akun pihak hekker lainnyatrm
ga bisa daftar pke ektp,1,gopay,daftar ektp
goodjob,5,gopay,goodjob
👍,5,gopay,
mantap,5,gopay,bagus
aku blum perna pake aplikasi Gopay cuman saya mau mencoba nya semoga bagus dan amana dan tdk ada penipuan 😊😊,5,gopay,blum perna pakai cuman coba moga bagus amana tipu
bagus,5,gopay,bagus
lancaaarrrr👍,5,gopay,lancaaar
bagus,5,gopay,bagus
mura banget,5,gopay,mura banget
mantap aman.,5,gopay,bagus aman
"pelayanan memuaskan uang sllu aman,pelayanan cepat tepat",5,gopay,layan puas uang sllu amanpelayanan cepat tepat
ini duit gua ngestuck kaga bisa qris kaga bisa tf harus banget make gopay plus apa dah ribet bat,1,gopay,uang ngestuck kaga qris kaga banget make plus rumit
"gopay pet saya enggak bisa beli barang padahal Ruby nya lebih dari cukup. Ini tolong di kondisikan ya, ga bisa beli aksesoris, dekorasi, bahkan beli makanan juga ngga bisa.",1,gopay,enggak beli barang ruby lebih cukup kondisi beli aksesoris dekorasi bahkan beli makan
masih terlihat baik,3,gopay,lihat baik
saldo nya ko hilang terus.. ada pengambilan saldo setiap hari tapi tidak jelas pengambilan apah..,1,gopay,saldo hilang terus ambil saldo hari jelas ambil apah
sangat membantu,5,gopay,sangat bantu
sangat mudah dan cepat,5,gopay,sangat mudah cepat
sangat puas karena bisa mempermudahkan transaksi,5,gopay,sangat puas mudah transaksi
sangat bermanfaat dan berguna,5,gopay,sangat manfaat guna
oke,5,gopay,
sangat bagus,3,gopay,sangat bagus
bapuk..g bisa transaksi,1,gopay,bapukg transaksi
Gangguan terus tiap transaksi,1,gopay,ganggu terus tiap transaksi
mantab,5,gopay,bagus
Waktu aku isi kuota kuota nya mlh g bisa di pake,1,gopay,waktu kuota kuota pakai
MANTAB!,5,gopay,bagus
senang,5,gopay,senang
💖🫰🏻🫰🏻,5,gopay,
semoga bermanfaat kedepannya sangat luar biasa pulsanya dan semuanya sangat memuaskan bagi kita semoga aplikasi ini semakin maju trus,5,gopay,moga manfaat depan sangat luar biasa pulsa semua sangat puas moga makin maju
membatuuuuuu bangettt,5,gopay,batu banget
lumayan menarik sih bagus baru coba,4,gopay,lumayan tarik bagus baru coba
senang skali pkai aolikasi di gopay enak mudah dan praktis,5,gopay,senang skali pkai aolikasi enak mudah praktis
bagus aplikasi ya,5,gopay,bagus
bagus,5,gopay,bagus
ok bagus,5,gopay,bagus
mudah dan cepat utk transaksi,5,gopay,mudah cepat transaksi
👍💰,5,gopay,
bagus sekali,5,gopay,bagus sekali
mantap,5,gopay,bagus
ntab,5,gopay,bagus
gopay aplikasi bgs,5,gopay,
boleh,5,gopay,
"membantu dalam kesulitan,tapi masih susah buat daftar gopay pinjam",5,gopay,bantu kesulitantapi susah buat daftar pinjam
aplikasi simpel dan sangat membantu,5,gopay,simpel sangat bantu
terbaik,5,gopay,baik
min tolong dong tambahin rincian saldo sudah masuk jika ngisi kartu e-money supaya gaa keder bagi yang ga bisa cek saldo hp nyaa,3,gopay,tambahin rincian saldo masuk ngisi kartu emoney keder saldo
👍👍👍👍👍👍👍👍,5,gopay,
👍🏻,5,gopay,
ntaps,5,gopay,ntaps
apk jelek gua transfer ke rekening BRI tapi blom masuk masih dalam proses Padahal udah 2 hari nyesel gua pake apk gopay gua cuma minta uang gua kembali ke dompet utama ini mh ke kirim nggk di kembalikan nggk huuu apk gak jelas,1,gopay,jelek transfer rekening blom masuk proses hari sesal pakai cuma minta uang dompet utama kirim nggk kembali nggk jelas
bintang 5,5,gopay,bintang
sangat baik untuk saat ini saya pakai semoga kedepannya lebih baik dari sekarang ini,5,gopay,sangat baik pakai moga depan lebih baik sekarang
bagus,5,gopay,bagus
bnyak promo cepat lagi,5,gopay,banyak promo cepat
mantap,5,gopay,bagus
aman banget,5,gopay,aman banget
sistem pembayaran yg ok,5,gopay,sistem bayar
bagus,5,gopay,bagus
puas bngt,5,gopay,puas bngt
"ini kenapa si dri tdi gopay ngirim kode otp ke email yg bkn email ku, aku jadi gbsa login anjir😭",1,gopay,kirim kode email email jadi gbsa login anjir
sangat mudah dan cepat,5,gopay,sangat mudah cepat
mendukung,5,gopay,dukung
serba praktis...,5,gopay,serba praktis
sya udah nyesel donglot gopay. ceritnya gini gw kan punya dana 9.000 . nah trs saya kirim ke gopay pakek nomer kok ngk keterima di gopay memang smapah,1,gopay,sesal donglot cit gin punya kirim pakai nomor terima memang smapah
bermanfaat saat belanja online tidak ada biaya admin,5,gopay,manfaat belanja online biaya admin
the best Apk dompet online 👍,5,gopay,best dompet online
mantap,4,gopay,bagus
"tidak pernah ada kendala transaksi menggunakan gopay,selalu su kses dalam 30 detik.",5,gopay,pernah kendala transaksi gopayselalu kses detik
suka banget di sini go-pay sangat ada hadiahnya yang banyak iya,5,gopay,suka banget sangat hadiah banyak
gopay mantap..,4,gopay,bagus
sangat bagus,5,gopay,sangat bagus
bagus,5,gopay,bagus
Apk banyak potongan gak dulu mending apk dana aja fak ribet,1,gopay,banyak potong mending rumit
sangat bagus,5,gopay,sangat bagus
keren,5,gopay,keren
oke banget.... klau bisa jangan ada admin klau pas kita topup,5,gopay,banget klau jangan admin klau
mantap,4,gopay,bagus
bagus lah,5,gopay,bagus
bgus,5,gopay,bagus
Mantap semoga lancar,5,gopay,bagus moga lancar
oke,4,gopay,
baik,5,gopay,baik
bagus,5,gopay,bagus
kurang dalam menangani masalah,1,gopay,kurang tangan masalah
👍👍,5,gopay,
sangat menyenangkan,5,gopay,sangat senang
"gopay jelek ,akun saya g bisa di buka masih ada saldonya",1,gopay,jelek akun buka saldo
mntap,5,gopay,bagus
"transfer dari gopay k shopee pay 60rb Ama admin 1rb. jadi 61rb, tapi masuk nya 59rb, saldo gopay kepotong nya jadi 2rb.",1,gopay,transfer shope admin jadi masuk saldo potong jadi
sangat membantu masyarakat untuk melakukan transaksi apapun.... semoga bermanfaat...,5,gopay,sangat bantu masyarakat laku transaksi apa moga manfaat
ok,5,gopay,
ada pinjaman harus taro agunanan BPKB.. kayak pinjaman gede aja .. dibank aja 50juta ga pakai agunan .... padahal mitra. .pembayaran otomatis dari saldo driver ....ga bakalan lewat otomatis juga dopotong langsung. . mau bantu apa mau bikin susah .. cuma bisa manfaatin driver doang ... pinjaman menyesatkan .,1,gopay,pinjam taro agunanan buku milik kendara motor kayak pinjam besar bank juta pakai agun mitra bayar otomatis saldo driver bakal lewat otomatis dopotong cepat bantu buat susah cuma manfaatin driver doang pinjam sesat
mantap. mudah dan lancar pembayaran terimakasih gopay udah dibantuin,5,gopay,bagus mudah lancar bayar terimakasih dibantuin
gopay rusak,1,gopay,rusak
limit pinjaman dari 25 juta turun jadi 1 juta. padahal pembayaranan selalu lancar,1,gopay,limit pinjam juta turun jadi juta pembayaranan selalu lancar
"Halo pihak developer gopay yang terhormat,akun gopay saya mengalami aktivitas tidak wajar ketika mau top up diamond mobile legend, tolong bantu secepatnya agar akun gopay saya kembali normal terimakasih",1,gopay,halo pihak developer terhormatakun alami aktivitas wajar diamond mobile legend bantu cepat akun normal terimakasih
ini apk bagus banget aku udh pakek lama gak ada masalah sama sekali tapi fi desember ini kok setiap aku topup selu kesedot sendiri sebesar Rp.16.650 sih dan selalu sama ketarik nya dan sering gimana ini,2,gopay,bagus banget pakai lama masalah sama sekali desember selu sedot sendiri besar selalu sama tarik sering
aplikasi bnyakan lemot nya.mitra goride aja pinjaman dtolak trs .,1,gopay,bnyakan lot nyamitra goride pinjam dtolak
sangat memuaskan,5,gopay,sangat puas
"tolong pihak gopay,maksud kalian apa, saya transaksi tapi gak bisa karna mendeteksi aktivitas tidak wajar. Apa maksudnya itu? Sudah 3 kali Lo.",1,gopay,pihak gopaymaksud kalian transaksi deteksi aktivitas wajar maksud sering
bgusss,5,gopay,bagus
tolong dong min saya mau ajukan pinjamñ gagaal2 trus,5,gopay,aju pinjam gagaal
great,5,gopay,great
sangat bagus,5,gopay,sangat bagus
deymm,5,gopay,deym
mantab,5,gopay,bagus
tolong kasih menu cara hapus app terhubung gogle. dan kasih fitur chat CS online. nanti kalau app yg terhubung yg auto debet itu sudah bisa dihapus. saya kasih bintang 9,1,gopay,kasih menu cara hapus hubung gogle kasih fitur chat customer service online kalau hubung auto debet hapus kasih bintang
aplikasi merugikan tiap hari dipotong 5 rbu masih ja dipotong angsuran ...gila... lebih baik julo punya perikemanusiaan aplikasi ini terlalu parah,1,gopay,rugi tiap hari potong potong angsur gila lebih baik julo punya perikemanusiaan terlalu parah
mempermudah pengiriman,5,gopay,mudah kirim
mantap,5,gopay,bagus
"saya sengaja kasih bintang lima agar terlihat paling atas,setiap kali saya membeli paket data terus terkendala dan teman saya juga,rata rata teman saya dan saya memakai gopay ini,tapi kali ini kita kecewa karena saat kita transaksi membeli paket data,malah paket datanya ga masuk saldo/duit kita ilang berapapun nominalnya",5,gopay,sengaja kasih bintang lima lihat paling atassetiap sering beli paket data terus kendala teman jugarata rata teman pakai initapi sering kecewa transaksi beli paket datamalah paket data masuk saldoduit hilang berapa nominal
"gw kasi bintang 2 krna pas gw beli WDP yg Rp 1 rupiah d pencet beli mlh TB TB g BS dan loadingnya lama,UDh nunggu lama ujungnya g dpt apa apa wkwkwkkwkkww",2,gopay,kasi bintang beli rupiah pencet beli load lamaudh tunggu lama ujung wkwkwkkwkkw
Joss ini aplikasi,5,gopay,
Maslah aku saling lempar gak ada solusi yg baik buat saya,1,gopay,mas saling lempar solusi baik buat
sangat gampang bayar ini itu gk ribet,5,gopay,sangat gampang bayar rumit
baru pertama pakai.. kalo bagus di tambahin 1 bintang lagi jadi 5,4,gopay,baru pertama pakai kalo bagus tambahin bintang jadi
apk TDK berguna masah mau Kase pindah ke hp lain banyak sekali permintaan,1,gopay,guna masah kase pindah banyak sekali minta
sangat bagus saya salut cuman kurangnya adalah saat ingin mengirim harus menggunakan gopay plus,5,gopay,sangat bagus salut cuman kurang kirim plus
ga bisa tf,1,gopay,
mls banget kebanyakan potongan admin yang gak di beri tahu dari awal jadi kebanyakan transaksi karna saldo kurang 1 cuwil males banget💃🏼,3,gopay,banget banyak potong admin beri tahu awal jadi banyak transaksi saldo kurang cuwil males banget
Ko ga bisa login padahal vermuk sama pin sudah benar,1,gopay,login buruk sama benar
mantaaap,4,gopay,mantaaap
semakin mahal dan tidak bermutu. kasihan melihat banyak driver gojek akibat sistem tekanan dr aplikasi gojek.,1,gopay,makin mahal mutu kasihan lihat banyak driver gojek akibat sistem tekan gojek
bagus banget,5,gopay,bagus banget
membantu sekali dlm bertransaksi,5,gopay,bantu sekali transaksi
bagus sekali,5,gopay,bagus sekali
top bnget,5,gopay,bnget
blm nyoba,5,gopay,coba
sangat baik,4,gopay,sangat baik
ok,5,gopay,
Amajing bingit,5,gopay,amajing bingit
"trimakasih gopay,sukses sllu,semoga menjadi aplikasi yg bnr2 amanah",5,gopay,trimakasih gopaysukses sllusemoga jadi amanah
saya suka aplikasi ini di jamin,4,gopay,suka jamin
bagus,5,gopay,bagus
apk ini saya hapus karna tidak jadi tolong data saya di hapus jika di salah gunakan saya tidak mau tanggung jawab,1,gopay,hapus jadi data hapus salah guna tanggung jawab
baik,4,gopay,baik
"baru pakai gopay baru tau ,,,ayo gabung ...",5,gopay,baru pakai baru gabung
gopay terbaik,5,gopay,baik
Sangat baik dan menguntungkan,5,gopay,sangat baik untung
kebanyakan coba lagi coba lagi,1,gopay,banyak coba coba
"padahal transaksi bnyak di apk ini,, cuma bnyak sarat buat pinjaman paylater,, ga asik",3,gopay,transaksi banyak cuma banyak sarat buat pinjam paylater asik
"ini kenapa dah gopay tiap mau pembayaran ada tulisan ""tidak dapat melakukan transaksi, kami melihat aktivitas ga wajar"" padahal mau cepat"" melakukan pembayaran",1,gopay,tiap bayar tulis laku transaksi lihat aktivitas wajar cepat laku bayar
mudah untuk setiap transaksi,5,gopay,mudah transaksi
sippp,5,gopay,
ini sangat penting,5,gopay,sangat penting
"saya sangat menyukai apl yang satu ini, selain penggunaan yang simple dan mudah di mengerti, fitur di apl ini sangat banyak dan sangat diperlukan 👍 semoga selalu yang terbaik..",5,gopay,sangat suka satu guna simple mudah erti fitur sangat banyak sangat perlu moga selalu baik
aplikasi mudah di mengerti dan promo nya sangat memuaskan bagi pemakai aplikasi ini,5,gopay,mudah erti promo sangat puas pakai
bantu akun saya terkunci,5,gopay,bantu akun kunci
terbaik,4,gopay,baik
Saya memenangkan gopay coins di game treasure hunt namun saya cek gopay coins tersebut tidak masuk kedalam akun saya,1,gopay,menang coins game treasure hunt coins sebut masuk dalam akun
bagus tapi tolong perbaikilah akun gopay saya biar bisa pake kode voucher games,5,gopay,bagus baik akun biar pakai kode voucher games
gopay adalah apk yg sangat membantu utk bertransaksi cepat dan mudah serta aman.,5,gopay,sangat bantu transaksi cepat mudah aman
aplikasi yang sangat bagus,5,gopay,sangat bagus
baik,5,gopay,baik
mantap apknya,5,gopay,bagus
gg dah buat pembayaran,5,gopay,buat bayar
"Sukses slalu, 👍👍",5,gopay,sukses slalu
sangat cocok untuk saya top up,5,gopay,sangat cocok
Mntap,5,gopay,bagus
mantap,5,gopay,bagus
kenapa voucher dan promo gak bisa di pakai setiap pembelian,3,gopay,voucher promo pakai beli
sangat suka,5,gopay,sangat suka
terpercaya,5,gopay,percaya
sangat baik,5,gopay,sangat baik
saya kasih bintang lima,5,gopay,kasih bintang lima
ok,5,gopay,
bagus,5,gopay,bagus
tolong digratiskan top up nya,4,gopay,gratis
cepat sekali transaksinya 👍,5,gopay,cepat sekali transaksi
Alhamdulillah,5,gopay,alhamdulillah
Diriwayat transaksi tiba2 ada pemotongan pembayaran tagihan pakai gopay. tagihan untuk apa.,1,gopay,riwayat transaksi tiba potong bayar tagih pakai tagih
ok,5,gopay,
cukup bermanfaat,5,gopay,cukup manfaat
"ini cara upgrade gopay plus nya gimana?!!! udah 3 kali masih aja gak bisa, alasannya fotonya ""tidak selfie langsung di hp"" tolonglah kalo update tuh bener masa iya di persulit",1,gopay,cara upgrade plus sering alas foto selfie cepat tolong kalo update bener masa sulit
oke,5,gopay,
ok,5,gopay,
"pake gopay pinjam, emang salah saya telat bayar, tapi sebelumnya gaperna telat, ini baru sehari udah ngancem! tolong diperbaiki ya☺ saya kooperatif menyatakan tanggal jelasnya, di spam chat, di ancem ini itu! jadi makin gajelas, sekelas kredivo telat 1 minggu aja cuman sehari sekali chat! OJK apaan! OJK juga gaada tegasnya! penagihan berlebihan padahal telat 1 hari",1,gopay,pakai pinjam memang salah telat bayar belum gaperna telat baru hari ngancem baik kooperatif nyata tanggal jelas spam chat ancem jadi makin jelas kelas kredivo telat minggu cuman hari sekali chat apa tegas tagih lebih telat hari
